prey,predator,iteration,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration
5548,0,1556,,815,190,,,4772,0,1556,,5324,0,1556,,3325,448,,,203,143,,,5254,0,,,5254,0,,,236,51,1556,,4276,90,1556
5543,0,1557,,801,203,,,4825,0,1557,,5382,0,1557,,3346,456,,,182,133,,,5232,0,,,5232,0,,,253,49,1557,,4309,91,1557
5616,0,1558,,846,201,,,4880,0,1558,,5428,0,1558,,3380,457,,,174,135,,,5280,0,,,5280,0,,,254,41,1558,,4381,87,1558
5600,0,1559,,844,208,,,4878,0,1559,,5456,0,1559,,3337,461,,,181,123,,,5290,0,,,5290,0,,,249,40,1559,,4429,112,1559
5570,0,1560,,836,217,,,4984,0,1560,,5489,0,1560,,3308,440,,,174,114,,,5316,0,,,5316,0,,,252,43,1560,,4466,119,1560
5532,0,1561,,846,214,,,5039,0,1561,,5446,0,1561,,3320,432,,,171,114,,,5283,0,,,5283,0,,,274,41,1561,,4518,118,1561
5495,0,1562,,843,201,,,5120,0,1562,,5527,0,1562,,3301,451,,,167,109,,,5295,0,,,5295,0,,,284,38,1562,,4555,114,1562
5492,0,1563,,849,195,,,5171,0,1563,,5543,0,1563,,3266,461,,,188,105,,,5297,0,,,5297,0,,,288,37,1563,,4616,117,1563
5503,0,1564,,825,190,,,5171,0,1564,,5556,0,1564,,3239,449,,,184,97,,,5279,0,,,5279,0,,,308,38,1564,,4657,124,1564
5468,0,1565,,840,195,,,5247,0,1565,,5648,0,1565,,3215,457,,,172,87,,,5317,0,,,5317,0,,,332,35,1565,,4688,142,1565
5443,0,1566,,820,191,,,5281,0,1566,,5692,0,1566,,3163,470,,,175,79,,,5322,0,,,5322,0,,,350,36,1566,,4725,146,1566
5461,0,1567,,839,189,,,5335,0,1567,,5638,0,1567,,3137,483,,,173,79,,,5299,0,,,5299,0,,,347,35,1567,,4739,153,1567
5436,0,1568,,851,189,,,5379,0,1568,,5635,0,1568,,3144,483,,,185,79,,,5269,0,,,5269,0,,,364,40,1568,,4738,152,1568
5453,0,1569,,860,192,,,5403,0,1569,,5703,0,1569,,3078,476,,,184,74,,,5267,0,,,5267,0,,,389,40,1569,,4721,163,1569
5389,0,1570,,879,195,,,5403,0,1570,,5739,0,1570,,2993,468,,,180,70,,,5268,0,,,5268,0,,,416,42,1570,,4693,176,1570
5363,0,1571,,877,187,,,5399,0,1571,,5720,0,1571,,2967,476,,,177,68,,,5282,0,,,5282,0,,,417,38,1571,,4700,188,1571
5300,0,1572,,891,188,,,5338,0,1572,,5734,0,1572,,2961,484,,,188,62,,,5284,0,,,5284,0,,,430,39,1572,,4689,191,1572
5329,0,1573,,890,188,,,5403,0,1573,,5781,0,1573,,2900,458,,,191,65,,,5279,0,,,5279,0,,,444,38,1573,,4693,196,1573
5311,0,1574,,916,187,,,5374,0,1574,,5862,0,1574,,2865,461,,,196,66,,,5262,0,,,5262,0,,,484,38,1574,,4625,201,1574
5347,0,1575,,921,182,,,5305,0,1575,,5808,0,1575,,2789,467,,,194,63,,,5294,0,,,5294,0,,,502,37,1575,,4574,221,1575
5279,0,1576,,930,185,,,5384,0,1576,,5807,0,1576,,2781,489,,,190,54,,,5188,0,,,5188,0,,,523,38,1576,,4547,240,1576
5297,0,1577,,960,185,,,5293,0,1577,,5873,0,1577,,2761,496,,,197,54,,,5246,0,,,5246,0,,,557,37,1577,,4512,237,1577
5372,0,1578,,984,183,,,5231,0,1578,,5862,0,1578,,2681,493,,,203,52,,,5186,0,,,5186,0,,,575,33,1578,,4519,254,1578
5304,0,1579,,1003,179,,,5235,0,1579,,5837,0,1579,,2664,493,,,203,48,,,5209,0,,,5209,0,,,599,35,1579,,4438,267,1579
5274,0,1580,,985,184,,,5252,0,1580,,5914,0,1580,,2627,480,,,202,47,,,5227,0,,,5227,0,,,615,34,1580,,4369,284,1580
5261,0,1581,,984,197,,,5268,0,1581,,5938,0,1581,,2613,475,,,207,49,,,5248,0,,,5248,0,,,635,35,1581,,4262,287,1581
5217,0,1582,,1003,212,,,5290,0,1582,,5925,0,1582,,2574,488,,,201,48,,,5218,0,,,5218,0,,,670,34,1582,,4248,305,1582
5205,0,1583,,1016,219,,,5345,0,1583,,5950,0,1583,,2568,473,,,197,48,,,5296,0,,,5296,0,,,715,33,1583,,4218,317,1583
5178,0,1584,,1017,215,,,5334,0,1584,,5859,0,1584,,2461,461,,,200,48,,,5269,0,,,5269,0,,,720,32,1584,,4246,321,1584
5183,0,1585,,1040,218,,,5283,0,1585,,5845,0,1585,,2422,452,,,208,45,,,5248,0,,,5248,0,,,748,31,1585,,4209,327,1585
5266,0,1586,,1048,214,,,5287,0,1586,,5791,0,1586,,2398,446,,,213,45,,,5334,0,,,5334,0,,,781,33,1586,,4224,333,1586
5276,0,1587,,1064,227,,,5260,0,1587,,5832,0,1587,,2357,463,,,238,45,,,5391,0,,,5391,0,,,849,35,1587,,4145,338,1587
5350,0,1588,,1108,237,,,5387,0,1588,,5842,0,1588,,2298,470,,,245,44,,,5356,0,,,5356,0,,,917,35,1588,,4119,328,1588
5345,0,1589,,1115,239,,,5357,0,1589,,5801,0,1589,,2319,470,,,285,48,,,5347,0,,,5347,0,,,969,38,1589,,4037,339,1589
5302,0,1590,,1081,247,,,5356,0,1590,,5712,0,1590,,2269,448,,,296,45,,,5303,0,,,5303,0,,,1040,47,1590,,4102,343,1590
5280,0,1591,,1109,263,,,5398,0,1591,,5738,0,1591,,2309,448,,,296,40,,,5207,0,,,5207,0,,,1089,45,1591,,4081,351,1591
5302,0,1592,,1139,279,,,5339,0,1592,,5635,0,1592,,2270,437,,,299,38,,,5309,0,,,5309,0,,,1132,43,1592,,3994,344,1592
5303,0,1593,,1157,283,,,5278,0,1593,,5538,0,1593,,2216,429,,,326,40,,,5303,0,,,5303,0,,,1177,42,1593,,3957,353,1593
5265,0,1594,,1163,310,,,5292,0,1594,,5440,0,1594,,2218,422,,,321,39,,,5347,0,,,5347,0,,,1237,40,1594,,3875,367,1594
5280,0,1595,,1169,317,,,5265,0,1595,,5430,0,1595,,2197,402,,,332,38,,,5337,0,,,5337,0,,,1274,39,1595,,3916,370,1595
5207,0,1596,,1167,325,,,5306,0,1596,,5393,0,1596,,2161,402,,,337,42,,,5370,0,,,5370,0,,,1355,41,1596,,3945,377,1596
5189,0,1597,,1195,329,,,5334,0,1597,,5299,0,1597,,2108,396,,,363,47,,,5459,0,,,5459,0,,,1432,45,1597,,3864,379,1597
5246,0,1598,,1215,340,,,5322,0,1598,,5269,0,1598,,2089,411,,,378,47,,,5473,0,,,5473,0,,,1499,49,1598,,3835,385,1598
5328,0,1599,,1228,343,,,5250,0,1599,,5213,0,1599,,2045,427,,,381,44,,,5447,0,,,5447,0,,,1569,52,1599,,3767,409,1599
5368,0,1600,,1247,341,,,5285,0,1600,,5232,0,1600,,2043,430,,,375,43,,,5427,0,,,5427,0,,,1637,52,1600,,3685,415,1600
5397,0,1601,,1235,343,,,5344,0,1601,,5223,0,1601,,1983,429,,,409,43,,,5420,0,,,5420,0,,,1755,59,1601,,3609,419,1601
5400,0,1602,,1235,349,,,5379,0,1602,,5249,0,1602,,1974,429,,,428,41,,,5439,0,,,5439,0,,,1865,63,1602,,3561,430,1602
5445,0,1603,,1263,341,,,5357,0,1603,,5195,0,1603,,1958,431,,,465,40,,,5463,0,,,5463,0,,,1944,63,1603,,3587,427,1603
5368,0,1604,,1298,362,,,5338,0,1604,,5110,0,1604,,1972,447,,,467,39,,,5556,0,,,5556,0,,,2034,69,1604,,3573,409,1604
5341,0,1605,,1325,354,,,5405,0,1605,,5134,0,1605,,1900,465,,,499,38,,,5576,0,,,5576,0,,,2116,72,1605,,3577,404,1605
5310,0,1606,,1332,360,,,5421,0,1606,,5151,0,1606,,1856,462,,,532,38,,,5558,0,,,5558,0,,,2191,82,1606,,3470,418,1606
5322,0,1607,,1332,369,,,5383,0,1607,,5068,0,1607,,1802,463,,,560,37,,,5651,0,,,5651,0,,,2295,82,1607,,3393,420,1607
5409,0,1608,,1358,373,,,5450,0,1608,,5132,0,1608,,1788,486,,,591,36,,,5600,0,,,5600,0,,,2356,80,1608,,3329,417,1608
5373,0,1609,,1368,381,,,5450,0,1609,,5132,0,1609,,1741,499,,,587,36,,,5603,0,,,5603,0,,,2447,80,1609,,3236,405,1609
5338,0,1610,,1359,366,,,5450,0,1610,,5083,0,1610,,1676,496,,,587,35,,,5615,0,,,5615,0,,,2526,93,1610,,3175,415,1610
5373,0,1611,,1402,363,,,5461,0,1611,,5031,0,1611,,1655,508,,,610,37,,,5653,0,,,5653,0,,,2658,105,1611,,3088,416,1611
5507,0,1612,,1388,347,,,5440,0,1612,,4979,0,1612,,1586,509,,,597,37,,,5682,0,,,5682,0,,,2707,106,1612,,3013,407,1612
5505,0,1613,,1435,363,,,5394,0,1613,,5049,0,1613,,1565,526,,,620,44,,,5596,0,,,5596,0,,,2827,114,1613,,3000,414,1613
5457,0,1614,,1452,356,,,5444,0,1614,,5002,0,1614,,1511,536,,,643,38,,,5651,0,,,5651,0,,,2886,109,1614,,2932,416,1614
5400,0,1615,,1475,361,,,5447,0,1615,,5042,0,1615,,1517,558,,,676,33,,,5634,0,,,5634,0,,,3019,111,1615,,2907,439,1615
5365,0,1616,,1497,362,,,5482,0,1616,,5036,0,1616,,1460,584,,,697,32,,,5635,0,,,5635,0,,,3126,113,1616,,2926,459,1616
5312,0,1617,,1538,351,,,5417,0,1617,,5064,0,1617,,1448,603,,,724,32,,,5604,0,,,5604,0,,,3206,123,1617,,2885,443,1617
5263,0,1618,,1603,343,,,5460,0,1618,,5085,0,1618,,1404,622,,,768,39,,,5589,0,,,5589,0,,,3313,126,1618,,2862,440,1618
5234,0,1619,,1627,352,,,5501,0,1619,,5159,0,1619,,1380,645,,,789,38,,,5512,0,,,5512,0,,,3390,129,1619,,2809,444,1619
5259,0,1620,,1652,376,,,5449,0,1620,,5161,0,1620,,1341,654,,,826,43,,,5448,0,,,5448,0,,,3470,131,1620,,2788,460,1620
5235,0,1621,,1687,376,,,5290,0,1621,,5129,0,1621,,1326,645,,,876,50,,,5388,0,,,5388,0,,,3544,142,1621,,2687,459,1621
5285,0,1622,,1686,374,,,5277,0,1622,,5114,0,1622,,1306,650,,,905,48,,,5384,0,,,5384,0,,,3622,148,1622,,2645,479,1622
5306,0,1623,,1702,386,,,5304,0,1623,,5133,0,1623,,1256,645,,,941,47,,,5377,0,,,5377,0,,,3752,149,1623,,2658,491,1623
5212,0,1624,,1733,387,,,5273,0,1624,,5219,0,1624,,1209,641,,,971,47,,,5343,0,,,5343,0,,,3860,152,1624,,2636,490,1624
5267,0,1625,,1763,393,,,5291,0,1625,,5351,0,1625,,1173,633,,,1010,55,,,5283,0,,,5283,0,,,3995,155,1625,,2621,498,1625
5245,0,1626,,1800,392,,,5283,0,1626,,5345,0,1626,,1146,640,,,1020,58,,,5207,0,,,5207,0,,,4035,155,1626,,2609,503,1626
5228,0,1627,,1830,372,,,5273,0,1627,,5387,0,1627,,1098,633,,,1082,61,,,5203,0,,,5203,0,,,4094,163,1627,,2591,532,1627
5113,0,1628,,1906,369,,,5256,0,1628,,5383,0,1628,,1074,628,,,1148,60,,,5128,0,,,5128,0,,,4165,171,1628,,2532,545,1628
5135,0,1629,,1917,371,,,5335,0,1629,,5401,0,1629,,1049,632,,,1183,59,,,5185,0,,,5185,0,,,4259,178,1629,,2488,556,1629
5220,0,1630,,1950,372,,,5398,0,1630,,5474,0,1630,,1023,612,,,1228,57,,,5161,0,,,5161,0,,,4343,188,1630,,2451,569,1630
5237,0,1631,,1983,364,,,5297,0,1631,,5421,0,1631,,948,595,,,1260,58,,,5178,0,,,5178,0,,,4410,190,1631,,2468,583,1631
5256,0,1632,,1990,365,,,5236,0,1632,,5504,0,1632,,949,579,,,1316,64,,,5188,0,,,5188,0,,,4404,197,1632,,2388,609,1632
5258,0,1633,,2026,350,,,5283,0,1633,,5498,0,1633,,949,567,,,1378,67,,,5161,0,,,5161,0,,,4430,187,1633,,2340,606,1633
5306,0,1634,,2044,344,,,5279,0,1634,,5497,0,1634,,910,552,,,1479,70,,,5107,0,,,5107,0,,,4407,198,1634,,2296,610,1634
5321,0,1635,,2077,345,,,5275,0,1635,,5485,0,1635,,878,538,,,1567,70,,,5193,0,,,5193,0,,,4472,199,1635,,2229,623,1635
5275,0,1636,,2090,333,,,5254,0,1636,,5502,0,1636,,836,526,,,1623,69,,,5194,0,,,5194,0,,,4531,207,1636,,2156,629,1636
5281,0,1637,,2112,350,,,5289,0,1637,,5523,0,1637,,801,502,,,1705,83,,,5243,0,,,5243,0,,,4633,205,1637,,2132,633,1637
5273,0,1638,,2109,350,,,5355,0,1638,,5476,0,1638,,747,512,,,1768,77,,,5252,0,,,5252,0,,,4667,197,1638,,2081,640,1638
5205,0,1639,,2111,349,,,5336,0,1639,,5509,0,1639,,717,519,,,1858,76,,,5187,0,,,5187,0,,,4697,189,1639,,1989,653,1639
5217,0,1640,,2139,334,,,5252,0,1640,,5514,0,1640,,703,499,,,1883,72,,,5260,0,,,5260,0,,,4675,184,1640,,1952,649,1640
5172,0,1641,,2140,337,,,5269,0,1641,,5437,0,1641,,684,497,,,1949,78,,,5336,0,,,5336,0,,,4721,195,1641,,1908,673,1641
5197,0,1642,,2110,325,,,5239,0,1642,,5418,0,1642,,661,490,,,2013,81,,,5362,0,,,5362,0,,,4724,199,1642,,1896,690,1642
5175,0,1643,,2118,325,,,5219,0,1643,,5389,0,1643,,640,476,,,2055,78,,,5319,0,,,5319,0,,,4772,200,1643,,1805,706,1643
5194,0,1644,,2137,337,,,5268,0,1644,,5396,0,1644,,580,469,,,2070,80,,,5333,0,,,5333,0,,,4837,198,1644,,1748,723,1644
5222,0,1645,,2162,353,,,5225,0,1645,,5340,0,1645,,565,462,,,2123,102,,,5320,0,,,5320,0,,,4875,211,1645,,1695,713,1645
5123,0,1646,,2113,350,,,5221,0,1646,,5387,0,1646,,540,461,,,2196,108,,,5374,0,,,5374,0,,,4870,203,1646,,1627,707,1646
5106,0,1647,,2106,353,,,5296,0,1647,,5447,0,1647,,522,460,,,2271,107,,,5403,0,,,5403,0,,,4867,202,1647,,1529,709,1647
5094,0,1648,,2107,377,,,5276,0,1648,,5397,0,1648,,488,446,,,2371,109,,,5468,0,,,5468,0,,,4918,212,1648,,1500,723,1648
5116,0,1649,,2071,383,,,5264,0,1649,,5380,0,1649,,464,430,,,2449,117,,,5501,0,,,5501,0,,,4972,210,1649,,1479,720,1649
5139,0,1650,,2067,396,,,5213,0,1650,,5400,0,1650,,468,425,,,2540,126,,,5474,0,,,5474,0,,,4941,202,1650,,1454,713,1650
5129,0,1651,,2077,396,,,5202,0,1651,,5370,0,1651,,444,413,,,2602,122,,,5499,0,,,5499,0,,,4940,209,1651,,1425,721,1651
5191,0,1652,,2053,400,,,5224,0,1652,,5354,0,1652,,420,418,,,2673,119,,,5479,0,,,5479,0,,,4891,209,1652,,1396,713,1652
5155,0,1653,,2063,410,,,5241,0,1653,,5284,0,1653,,414,406,,,2718,118,,,5483,0,,,5483,0,,,4898,217,1653,,1371,714,1653
5151,0,1654,,2047,412,,,5278,0,1654,,5351,0,1654,,401,391,,,2802,126,,,5562,0,,,5562,0,,,4932,209,1654,,1322,724,1654
5221,0,1655,,2025,402,,,5343,0,1655,,5396,0,1655,,388,385,,,2856,125,,,5635,0,,,5635,0,,,4860,197,1655,,1296,707,1655
5259,0,1656,,2019,404,,,5343,0,1656,,5348,0,1656,,368,355,,,2919,131,,,5684,0,,,5684,0,,,4847,191,1656,,1230,693,1656
5306,0,1657,,1951,414,,,5339,0,1657,,5344,0,1657,,346,350,,,2963,134,,,5705,0,,,5705,0,,,4774,196,1657,,1250,679,1657
5289,0,1658,,1915,409,,,5376,0,1658,,5360,0,1658,,326,358,,,3084,137,,,5748,0,,,5748,0,,,4731,217,1658,,1159,680,1658
5352,0,1659,,1838,394,,,5427,0,1659,,5378,0,1659,,316,341,,,3152,141,,,5729,0,,,5729,0,,,4653,228,1659,,1091,656,1659
5336,0,1660,,1801,408,,,5406,0,1660,,5394,0,1660,,309,327,,,3193,148,,,5741,0,,,5741,0,,,4648,222,1660,,1029,637,1660
5358,0,1661,,1799,435,,,5418,0,1661,,5389,0,1661,,302,335,,,3240,156,,,5716,0,,,5716,0,,,4571,214,1661,,1005,612,1661
5417,0,1662,,1774,440,,,5405,0,1662,,5299,0,1662,,305,313,,,3322,160,,,5658,0,,,5658,0,,,4593,218,1662,,974,584,1662
5442,0,1663,,1741,429,,,5406,0,1663,,5271,0,1663,,311,312,,,3355,155,,,5610,0,,,5610,0,,,4516,206,1663,,939,565,1663
5466,0,1664,,1683,442,,,5391,0,1664,,5281,0,1664,,298,300,,,3383,154,,,5559,0,,,5559,0,,,4445,203,1664,,890,559,1664
5484,0,1665,,1661,432,,,5403,0,1665,,5305,0,1665,,289,286,,,3524,158,,,5544,0,,,5544,0,,,4385,204,1665,,858,534,1665
5475,0,1666,,1640,439,,,5408,0,1666,,5223,0,1666,,259,295,,,3572,168,,,5523,0,,,5523,0,,,4368,208,1666,,861,529,1666
5432,0,1667,,1530,465,,,5434,0,1667,,5252,0,1667,,243,290,,,3709,168,,,5484,0,,,5484,0,,,4352,208,1667,,841,499,1667
5431,0,1668,,1481,462,,,5465,0,1668,,5259,0,1668,,227,283,,,3761,171,,,5487,0,,,5487,0,,,4306,204,1668,,799,472,1668
5444,0,1669,,1409,472,,,5438,0,1669,,5339,0,1669,,223,280,,,3875,181,,,5495,0,,,5495,0,,,4277,206,1669,,736,470,1669
5399,0,1670,,1388,486,,,5357,0,1670,,5287,0,1670,,214,258,,,3893,185,,,5461,0,,,5461,0,,,4186,202,1670,,713,452,1670
5404,0,1671,,1337,499,,,5326,0,1671,,5272,0,1671,,208,240,,,3946,188,,,5404,0,,,5404,0,,,4195,195,1671,,684,423,1671
5376,0,1672,,1274,498,,,5343,0,1672,,5345,0,1672,,206,234,,,4049,178,,,5345,0,,,5345,0,,,4110,189,1672,,671,406,1672
5375,0,1673,,1232,509,,,5274,0,1673,,5364,0,1673,,204,231,,,4112,179,,,5308,0,,,5308,0,,,4114,200,1673,,609,408,1673
5423,0,1674,,1208,531,,,5222,0,1674,,5352,0,1674,,200,240,,,4167,178,,,5265,0,,,5265,0,,,4178,210,1674,,598,388,1674
5372,0,1675,,1163,536,,,5228,0,1675,,5353,0,1675,,200,221,,,4177,189,,,5268,0,,,5268,0,,,4192,201,1675,,602,364,1675
5403,0,1676,,1147,551,,,5178,0,1676,,5314,0,1676,,212,211,,,4252,188,,,5247,0,,,5247,0,,,4109,206,1676,,612,366,1676
5470,0,1677,,1134,582,,,5165,0,1677,,5292,0,1677,,204,193,,,4294,184,,,5231,0,,,5231,0,,,4086,200,1677,,603,353,1677
5454,0,1678,,1095,584,,,5088,0,1678,,5442,0,1678,,207,191,,,4337,182,,,5225,0,,,5225,0,,,4008,216,1678,,587,355,1678
5421,0,1679,,1043,576,,,5149,0,1679,,5467,0,1679,,195,170,,,4351,194,,,5274,0,,,5274,0,,,4001,213,1679,,592,332,1679
5440,0,1680,,1020,598,,,5121,0,1680,,5459,0,1680,,194,159,,,4425,211,,,5317,0,,,5317,0,,,3999,230,1680,,601,311,1680
5456,0,1681,,984,628,,,5132,0,1681,,5460,0,1681,,188,164,,,4411,212,,,5320,0,,,5320,0,,,3993,232,1681,,592,301,1681
5416,0,1682,,942,629,,,5233,0,1682,,5525,0,1682,,193,157,,,4441,207,,,5363,0,,,5363,0,,,4037,248,1682,,553,295,1682
5479,0,1683,,907,657,,,5165,0,1683,,5491,0,1683,,192,153,,,4375,219,,,5472,0,,,5472,0,,,4033,253,1683,,530,294,1683
5452,0,1684,,875,641,,,5184,0,1684,,5531,0,1684,,196,132,,,4400,215,,,5475,0,,,5475,0,,,4040,254,1684,,511,281,1684
5452,0,1685,,852,646,,,5192,0,1685,,5569,0,1685,,186,124,,,4382,222,,,5462,0,,,5462,0,,,4017,264,1685,,488,285,1685
5410,0,1686,,825,657,,,5169,0,1686,,5659,0,1686,,185,117,,,4408,227,,,5464,0,,,5464,0,,,3963,259,1686,,486,294,1686
5379,0,1687,,830,675,,,5175,0,1687,,5683,0,1687,,198,113,,,4358,227,,,5480,0,,,5480,0,,,3898,262,1687,,488,282,1687
5399,0,1688,,816,677,,,5184,0,1688,,5592,0,1688,,212,114,,,4332,234,,,5562,0,,,5562,0,,,3892,283,1688,,456,273,1688
5410,0,1689,,799,656,,,5176,0,1689,,5572,0,1689,,202,125,,,4305,249,,,5575,0,,,5575,0,,,3884,295,1689,,442,264,1689
5386,0,1690,,777,655,,,5199,0,1690,,5627,0,1690,,198,119,,,4259,253,,,5559,0,,,5559,0,,,3770,305,1690,,455,251,1690
5379,0,1691,,763,639,,,5269,0,1691,,5682,0,1691,,203,120,,,4277,258,,,5578,0,,,5578,0,,,3716,295,1691,,450,246,1691
5369,0,1692,,772,636,,,5290,0,1692,,5738,0,1692,,207,109,,,4289,276,,,5623,0,,,5623,0,,,3723,285,1692,,434,241,1692
5269,0,1693,,758,639,,,5355,0,1693,,5727,0,1693,,212,118,,,4309,266,,,5606,0,,,5606,0,,,3674,293,1693,,435,237,1693
5257,0,1694,,730,609,,,5373,0,1694,,5669,0,1694,,215,118,,,4293,277,,,5585,0,,,5585,0,,,3624,298,1694,,428,236,1694
5284,0,1695,,699,590,,,5301,0,1695,,5576,0,1695,,218,119,,,4331,288,,,5575,0,,,5575,0,,,3634,295,1695,,411,241,1695
5323,0,1696,,659,590,,,5328,0,1696,,5654,0,1696,,226,112,,,4319,291,,,5566,0,,,5566,0,,,3600,294,1696,,396,233,1696
5347,0,1697,,650,597,,,5368,0,1697,,5623,0,1697,,222,114,,,4208,293,,,5578,0,,,5578,0,,,3557,307,1697,,377,229,1697
5370,0,1698,,609,575,,,5283,0,1698,,5599,0,1698,,234,113,,,4191,285,,,5569,0,,,5569,0,,,3483,298,1698,,366,231,1698
5333,0,1699,,624,546,,,5252,0,1699,,5604,0,1699,,232,97,,,4201,306,,,5553,0,,,5553,0,,,3399,301,1699,,363,239,1699
5337,0,1700,,619,546,,,5234,0,1700,,5558,0,1700,,236,96,,,4166,319,,,5564,0,,,5564,0,,,3367,301,1700,,363,235,1700
5290,0,1701,,619,522,,,5235,0,1701,,5541,0,1701,,243,95,,,4157,316,,,5533,0,,,5533,0,,,3333,301,1701,,364,241,1701
5371,0,1702,,627,520,,,5241,0,1702,,5549,0,1702,,250,94,,,4099,313,,,5494,0,,,5494,0,,,3382,300,1702,,350,237,1702
5375,0,1703,,608,504,,,5235,0,1703,,5546,0,1703,,266,91,,,4065,324,,,5521,0,,,5521,0,,,3365,297,1703,,353,229,1703
5383,0,1704,,632,491,,,5243,0,1704,,5562,0,1704,,269,90,,,4056,343,,,5479,0,,,5479,0,,,3328,303,1704,,385,225,1704
5418,0,1705,,633,468,,,5294,0,1705,,5586,0,1705,,271,91,,,4039,339,,,5486,0,,,5486,0,,,3312,298,1705,,408,230,1705
5423,0,1706,,626,454,,,5311,0,1706,,5554,0,1706,,271,88,,,3930,349,,,5446,0,,,5446,0,,,3369,309,1706,,404,228,1706
5465,0,1707,,616,460,,,5286,0,1707,,5498,0,1707,,275,84,,,3867,367,,,5470,0,,,5470,0,,,3388,311,1707,,400,234,1707
5435,0,1708,,618,437,,,5341,0,1708,,5579,0,1708,,285,78,,,3774,367,,,5408,0,,,5408,0,,,3315,305,1708,,390,230,1708
5428,0,1709,,592,450,,,5327,0,1709,,5600,0,1709,,288,72,,,3708,382,,,5424,0,,,5424,0,,,3263,308,1709,,377,224,1709
5419,0,1710,,588,440,,,5353,0,1710,,5582,0,1710,,315,77,,,3627,399,,,5432,0,,,5432,0,,,3267,317,1710,,376,217,1710
5483,0,1711,,568,431,,,5389,0,1711,,5657,0,1711,,340,86,,,3516,414,,,5354,0,,,5354,0,,,3201,320,1711,,386,221,1711
5435,0,1712,,584,414,,,5317,0,1712,,5565,0,1712,,353,82,,,3401,430,,,5411,0,,,5411,0,,,3169,323,1712,,383,211,1712
5364,0,1713,,580,409,,,5277,0,1713,,5545,0,1713,,380,82,,,3396,426,,,5399,0,,,5399,0,,,3206,323,1713,,381,204,1713
5296,0,1714,,595,388,,,5273,0,1714,,5486,0,1714,,385,82,,,3304,456,,,5403,0,,,5403,0,,,3167,326,1714,,380,196,1714
5231,0,1715,,565,368,,,5318,0,1715,,5496,0,1715,,391,85,,,3277,465,,,5419,0,,,5419,0,,,3136,329,1715,,373,198,1715
5246,0,1716,,557,368,,,5329,0,1716,,5429,0,1716,,391,82,,,3227,461,,,5474,0,,,5474,0,,,3112,341,1716,,378,208,1716
5218,0,1717,,552,368,,,5268,0,1717,,5431,0,1717,,395,80,,,3186,472,,,5520,0,,,5520,0,,,3058,344,1717,,386,206,1717
5192,0,1718,,519,353,,,5207,0,1718,,5366,0,1718,,408,81,,,3102,488,,,5563,0,,,5563,0,,,2974,356,1718,,404,203,1718
5222,0,1719,,526,346,,,5224,0,1719,,5351,0,1719,,446,87,,,3047,512,,,5496,0,,,5496,0,,,2925,370,1719,,390,197,1719
5157,0,1720,,509,327,,,5174,0,1720,,5315,0,1720,,468,93,,,2964,519,,,5483,0,,,5483,0,,,2907,372,1720,,377,199,1720
5065,0,1721,,502,320,,,5141,0,1721,,5346,0,1721,,501,97,,,2876,524,,,5443,0,,,5443,0,,,2880,378,1721,,382,194,1721
5069,0,1722,,495,324,,,5136,0,1722,,5336,0,1722,,508,101,,,2825,519,,,5400,0,,,5400,0,,,2822,391,1722,,385,184,1722
4989,0,1723,,479,312,,,5165,0,1723,,5336,0,1723,,524,93,,,2730,518,,,5402,0,,,5402,0,,,2702,407,1723,,385,178,1723
4985,0,1724,,451,308,,,5056,0,1724,,5300,0,1724,,547,96,,,2661,503,,,5429,0,,,5429,0,,,2666,432,1724,,391,181,1724
4979,0,1725,,448,303,,,5029,0,1725,,5273,0,1725,,579,96,,,2628,509,,,5455,0,,,5455,0,,,2613,427,1725,,387,178,1725
5013,0,1726,,439,313,,,5037,0,1726,,5306,0,1726,,603,102,,,2569,507,,,5485,0,,,5485,0,,,2543,438,1726,,389,177,1726
5007,0,1727,,437,299,,,5029,0,1727,,5280,0,1727,,639,107,,,2501,499,,,5452,0,,,5452,0,,,2448,444,1727,,393,179,1727
5028,0,1728,,428,287,,,5115,0,1728,,5264,0,1728,,664,112,,,2440,474,,,5412,0,,,5412,0,,,2340,455,1728,,404,176,1728
4988,0,1729,,424,273,,,5111,0,1729,,5263,0,1729,,690,114,,,2399,481,,,5459,0,,,5459,0,,,2267,475,1729,,432,172,1729
4990,0,1730,,423,282,,,5110,0,1730,,5234,0,1730,,697,118,,,2368,483,,,5486,0,,,5486,0,,,2238,510,1730,,441,172,1730
5043,0,1731,,447,267,,,5109,0,1731,,5263,0,1731,,714,124,,,2310,482,,,5463,0,,,5463,0,,,2188,540,1731,,434,164,1731
5015,0,1732,,433,266,,,5101,0,1732,,5268,0,1732,,742,127,,,2322,475,,,5391,0,,,5391,0,,,2140,544,1732,,458,158,1732
5045,0,1733,,435,266,,,5124,0,1733,,5200,0,1733,,756,131,,,2251,473,,,5399,0,,,5399,0,,,2098,562,1733,,489,150,1733
5052,0,1734,,421,248,,,5119,0,1734,,5216,0,1734,,779,132,,,2240,479,,,5434,0,,,5434,0,,,2056,578,1734,,504,134,1734
5073,0,1735,,431,233,,,5056,0,1735,,5265,0,1735,,779,132,,,2194,484,,,5415,0,,,5415,0,,,2009,611,1735,,524,135,1735
