prey,predator,iteration,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration
5338,0,492,,734,417,,,5246,0,492,,143,110,492,,2232,635,,,2059,174,,,5232,0,,,5232,0,,,1789,449,492,,126,89,492
5325,0,493,,756,401,,,5168,0,493,,154,101,493,,2228,647,,,2082,183,,,5251,0,,,5251,0,,,1763,443,493,,131,89,493
5340,0,494,,714,395,,,5122,0,494,,161,94,494,,2214,666,,,2113,178,,,5329,0,,,5329,0,,,1725,437,494,,129,89,494
5286,0,495,,684,416,,,5156,0,495,,160,89,495,,2179,675,,,2152,178,,,5244,0,,,5244,0,,,1636,425,495,,131,89,495
5315,0,496,,683,425,,,5107,0,496,,169,78,496,,2116,661,,,2170,188,,,5208,0,,,5208,0,,,1578,416,496,,128,89,496
5342,0,497,,675,421,,,5146,0,497,,171,69,497,,2071,674,,,2194,191,,,5214,0,,,5214,0,,,1561,413,497,,132,89,497
5272,0,498,,634,435,,,5215,0,498,,174,63,498,,2060,685,,,2191,195,,,5204,0,,,5204,0,,,1520,397,498,,131,89,498
5234,0,499,,620,438,,,5248,0,499,,184,57,499,,2023,695,,,2172,195,,,5269,0,,,5269,0,,,1506,368,499,,126,102,499
5345,0,500,,597,422,,,5203,0,500,,188,52,500,,2029,701,,,2217,206,,,5237,0,,,5237,0,,,1520,367,500,,135,101,500
5348,0,501,,553,422,,,5150,0,501,,200,50,501,,2014,723,,,2297,204,,,5152,0,,,5152,0,,,1538,362,501,,134,100,501
5347,0,502,,534,414,,,5199,0,502,,221,47,502,,2008,715,,,2336,221,,,5167,0,,,5167,0,,,1539,356,502,,146,99,502
5328,0,503,,544,404,,,5197,0,503,,228,41,503,,2018,731,,,2390,229,,,5207,0,,,5207,0,,,1490,351,503,,148,103,503
5286,0,504,,503,404,,,5144,0,504,,223,35,504,,2014,718,,,2434,230,,,5184,0,,,5184,0,,,1451,346,504,,161,100,504
5247,0,505,,487,412,,,5139,0,505,,230,29,505,,1950,724,,,2450,233,,,5215,0,,,5215,0,,,1426,353,505,,186,103,505
5208,0,506,,498,429,,,5136,0,506,,240,24,506,,1912,721,,,2468,242,,,5222,0,,,5222,0,,,1409,360,506,,188,90,506
5207,0,507,,498,438,,,5174,0,507,,243,24,507,,1886,727,,,2503,237,,,5252,0,,,5252,0,,,1362,358,507,,189,90,507
5262,0,508,,490,435,,,5103,0,508,,263,18,508,,1813,732,,,2520,237,,,5202,0,,,5202,0,,,1321,354,508,,201,90,508
5288,0,509,,458,430,,,5111,0,509,,276,21,509,,1762,724,,,2592,236,,,5177,0,,,5177,0,,,1279,355,509,,196,90,509
5255,0,510,,427,423,,,5199,0,510,,283,24,510,,1716,714,,,2640,238,,,5142,0,,,5142,0,,,1268,360,510,,195,90,510
5320,0,511,,405,413,,,5197,0,511,,310,28,511,,1646,710,,,2700,245,,,5191,0,,,5191,0,,,1240,360,511,,197,90,511
5238,0,512,,379,412,,,5185,0,512,,335,27,512,,1582,717,,,2774,250,,,5284,0,,,5284,0,,,1242,362,512,,206,90,512
5143,0,513,,361,402,,,5149,0,513,,348,25,513,,1552,727,,,2777,249,,,5266,0,,,5266,0,,,1224,365,513,,221,90,513
5151,0,514,,336,401,,,5208,0,514,,347,24,514,,1509,740,,,2829,239,,,5313,0,,,5313,0,,,1230,369,514,,238,90,514
5193,0,515,,346,386,,,5196,0,515,,365,26,515,,1517,726,,,2940,249,,,5374,0,,,5374,0,,,1198,373,515,,264,90,515
5109,0,516,,334,376,,,5206,0,516,,377,25,516,,1477,723,,,2971,261,,,5435,0,,,5435,0,,,1147,368,516,,271,103,516
5062,0,517,,348,393,,,5226,0,517,,390,24,517,,1405,727,,,2994,266,,,5484,0,,,5484,0,,,1072,363,517,,276,102,517
4982,0,518,,349,400,,,5184,0,518,,388,27,518,,1369,730,,,3033,261,,,5437,0,,,5437,0,,,1068,361,518,,294,101,518
4995,0,519,,327,385,,,5228,0,519,,386,26,519,,1285,707,,,3039,267,,,5445,0,,,5445,0,,,1004,391,519,,292,100,519
5008,0,520,,324,379,,,5322,0,520,,406,25,520,,1222,707,,,3077,288,,,5509,0,,,5509,0,,,956,401,520,,298,104,520
5016,0,521,,303,357,,,5350,0,521,,431,24,521,,1183,679,,,3155,286,,,5545,0,,,5545,0,,,891,405,521,,319,101,521
4982,0,522,,273,336,,,5418,0,522,,461,23,522,,1175,698,,,3197,304,,,5575,0,,,5575,0,,,873,423,522,,319,104,522
5029,0,523,,257,318,,,5477,0,523,,491,28,523,,1149,708,,,3258,326,,,5688,0,,,5688,0,,,824,425,523,,330,91,523
4957,0,524,,257,301,,,5450,0,524,,515,28,524,,1125,703,,,3314,337,,,5652,0,,,5652,0,,,798,423,524,,345,91,524
4909,0,525,,269,287,,,5432,0,525,,525,28,525,,1086,680,,,3347,334,,,5666,0,,,5666,0,,,731,436,525,,346,91,525
4948,0,526,,280,282,,,5388,0,526,,568,28,526,,1074,664,,,3362,338,,,5644,0,,,5644,0,,,691,451,526,,355,91,526
4939,0,527,,272,281,,,5494,0,527,,586,27,527,,1058,683,,,3340,335,,,5549,0,,,5549,0,,,696,441,527,,385,91,527
4929,0,528,,273,290,,,5518,0,528,,618,24,528,,1032,665,,,3340,338,,,5503,0,,,5503,0,,,646,438,528,,401,91,528
4952,0,529,,275,289,,,5570,0,529,,622,20,529,,1002,666,,,3372,324,,,5478,0,,,5478,0,,,615,432,529,,408,91,529
4909,0,530,,273,280,,,5574,0,530,,690,19,530,,990,638,,,3404,331,,,5456,0,,,5456,0,,,586,456,530,,432,91,530
4872,0,531,,264,263,,,5552,0,531,,700,19,531,,951,634,,,3364,354,,,5533,0,,,5533,0,,,560,455,531,,446,91,531
4762,0,532,,265,251,,,5570,0,532,,728,19,532,,929,607,,,3350,363,,,5484,0,,,5484,0,,,524,456,532,,472,91,532
4747,0,533,,258,251,,,5523,0,533,,770,14,533,,905,591,,,3357,363,,,5428,0,,,5428,0,,,494,437,533,,504,104,533
4794,0,534,,251,243,,,5490,0,534,,796,14,534,,905,568,,,3359,371,,,5451,0,,,5451,0,,,456,442,534,,510,103,534
4798,0,535,,252,221,,,5515,0,535,,829,13,535,,905,587,,,3350,370,,,5430,0,,,5430,0,,,467,455,535,,520,102,535
4824,0,536,,239,210,,,5502,0,536,,872,9,536,,895,608,,,3332,380,,,5427,0,,,5427,0,,,446,443,536,,521,101,536
4815,0,537,,233,202,,,5547,0,537,,905,8,537,,864,602,,,3304,386,,,5378,0,,,5378,0,,,440,423,537,,534,105,537
4825,0,538,,238,202,,,5526,0,538,,936,8,538,,854,590,,,3309,370,,,5410,0,,,5410,0,,,429,424,538,,552,102,538
4835,0,539,,246,195,,,5527,0,539,,974,7,539,,846,595,,,3316,369,,,5381,0,,,5381,0,,,438,425,539,,590,105,539
4822,0,540,,249,197,,,5526,0,540,,1018,7,540,,849,564,,,3352,371,,,5367,0,,,5367,0,,,420,392,540,,598,92,540
4847,0,541,,222,196,,,5549,0,541,,1101,7,541,,839,569,,,3310,360,,,5394,0,,,5394,0,,,413,369,541,,626,92,541
4852,0,542,,221,192,,,5572,0,542,,1114,5,542,,828,568,,,3273,354,,,5353,0,,,5353,0,,,442,362,542,,650,92,542
4839,0,543,,219,184,,,5480,0,543,,1152,5,543,,784,562,,,3257,362,,,5358,0,,,5358,0,,,451,352,543,,666,92,543
4855,0,544,,220,170,,,5524,0,544,,1182,5,544,,758,542,,,3254,370,,,5375,0,,,5375,0,,,434,340,544,,678,92,544
4910,0,545,,203,171,,,5507,0,545,,1255,4,545,,730,491,,,3296,357,,,5452,0,,,5452,0,,,435,333,545,,708,92,545
4935,0,546,,220,168,,,5477,0,546,,1254,4,546,,709,488,,,3200,362,,,5482,0,,,5482,0,,,441,328,546,,719,92,546
4954,0,547,,215,164,,,5491,0,547,,1306,4,547,,679,466,,,3161,361,,,5473,0,,,5473,0,,,442,320,547,,773,92,547
5035,0,548,,203,161,,,5512,0,548,,1360,4,548,,670,470,,,3209,370,,,5447,0,,,5447,0,,,461,299,548,,795,92,548
5042,0,549,,218,159,,,5539,0,549,,1389,3,549,,640,453,,,3206,354,,,5487,0,,,5487,0,,,475,307,549,,826,92,549
5007,0,550,,215,161,,,5485,0,550,,1413,1,550,,622,456,,,3152,357,,,5480,0,,,5480,0,,,491,307,550,,840,105,550
5010,0,551,,208,159,,,5526,0,551,,1436,1,551,,618,446,,,3084,351,,,5557,0,,,5557,0,,,483,299,551,,857,104,551
5027,0,552,,198,155,,,5509,0,552,,1467,1,552,,615,444,,,3045,364,,,5538,0,,,5538,0,,,484,287,552,,894,103,552
5047,0,553,,190,156,,,5445,0,553,,1554,1,553,,607,440,,,3012,361,,,5507,0,,,5507,0,,,497,280,553,,947,102,553
5055,0,554,,191,148,,,5318,0,554,,1626,3,554,,588,437,,,2979,365,,,5467,0,,,5467,0,,,504,271,554,,981,106,554
5054,0,555,,186,147,,,5310,0,555,,1669,2,555,,602,437,,,2949,356,,,5475,0,,,5475,0,,,533,272,555,,1008,103,555
5090,0,556,,179,141,,,5312,0,556,,1729,2,556,,586,430,,,2906,356,,,5474,0,,,5474,0,,,560,260,556,,1048,106,556
5207,0,557,,175,143,,,5256,0,557,,1813,2,557,,583,414,,,2848,375,,,5390,0,,,5390,0,,,597,262,557,,1089,93,557
5217,0,558,,180,143,,,5290,0,558,,1851,2,558,,566,416,,,2806,392,,,5400,0,,,5400,0,,,591,266,558,,1150,93,558
5242,0,559,,185,147,,,5273,0,559,,1920,2,559,,555,395,,,2789,403,,,5494,0,,,5494,0,,,614,266,559,,1199,93,559
5295,0,560,,186,145,,,5212,0,560,,1968,2,560,,536,375,,,2733,433,,,5483,0,,,5483,0,,,627,252,560,,1234,93,560
5337,0,561,,189,151,,,5207,0,561,,1999,2,561,,528,373,,,2623,426,,,5415,0,,,5415,0,,,640,233,561,,1276,93,561
5353,0,562,,183,147,,,5126,0,562,,2021,2,562,,506,361,,,2641,433,,,5406,0,,,5406,0,,,633,216,562,,1303,93,562
5335,0,563,,188,153,,,5125,0,563,,2051,2,563,,501,364,,,2617,444,,,5416,0,,,5416,0,,,664,203,563,,1352,93,563
5381,0,564,,185,146,,,5088,0,564,,2076,2,564,,497,355,,,2543,453,,,5428,0,,,5428,0,,,707,196,564,,1402,93,564
5438,0,565,,185,139,,,5113,0,565,,2061,2,565,,483,354,,,2497,457,,,5425,0,,,5425,0,,,709,191,565,,1450,93,565
5475,0,566,,184,140,,,5084,0,566,,2129,2,566,,477,336,,,2456,473,,,5446,0,,,5446,0,,,748,178,566,,1485,93,566
5514,0,567,,173,144,,,4961,0,567,,2165,2,567,,463,324,,,2413,495,,,5366,0,,,5366,0,,,752,164,567,,1544,106,567
5573,0,568,,172,139,,,4985,0,568,,2263,2,568,,458,315,,,2363,505,,,5401,0,,,5401,0,,,777,142,568,,1608,105,568
5633,0,569,,176,141,,,5031,0,569,,2269,2,569,,468,319,,,2385,512,,,5434,0,,,5434,0,,,813,140,569,,1682,104,569
5725,0,570,,182,138,,,5079,0,570,,2306,2,570,,476,315,,,2365,498,,,5412,0,,,5412,0,,,836,130,570,,1752,103,570
5783,0,571,,189,133,,,5059,0,571,,2353,2,571,,457,295,,,2329,515,,,5372,0,,,5372,0,,,853,116,571,,1798,107,571
5785,0,572,,185,137,,,5027,0,572,,2390,1,572,,461,281,,,2311,518,,,5364,0,,,5364,0,,,878,112,572,,1846,104,572
5709,0,573,,194,127,,,5051,0,573,,2446,1,573,,451,276,,,2265,537,,,5477,0,,,5477,0,,,897,101,573,,1948,107,573
5801,0,574,,203,133,,,5024,0,574,,2442,1,574,,464,283,,,2233,540,,,5521,0,,,5521,0,,,912,104,574,,1985,94,574
5785,0,575,,205,128,,,4959,0,575,,2503,1,575,,477,278,,,2174,521,,,5478,0,,,5478,0,,,941,90,575,,2021,94,575
5776,0,576,,205,119,,,4964,0,576,,2565,1,576,,509,275,,,2169,510,,,5482,0,,,5482,0,,,943,98,576,,2065,94,576
5802,0,577,,196,140,,,4973,0,577,,2627,1,577,,497,277,,,2194,516,,,5472,0,,,5472,0,,,988,108,577,,2148,94,577
5840,0,578,,205,143,,,5024,0,578,,2673,1,578,,500,285,,,2179,516,,,5499,0,,,5499,0,,,1015,103,578,,2256,94,578
5885,0,579,,204,134,,,5059,0,579,,2748,1,579,,522,272,,,2156,534,,,5471,0,,,5471,0,,,1064,102,579,,2324,94,579
5870,0,580,,204,138,,,5090,0,580,,2835,1,580,,516,259,,,2187,530,,,5442,0,,,5442,0,,,1100,123,580,,2392,94,580
5872,0,581,,207,134,,,5089,0,581,,2902,0,581,,534,251,,,2088,530,,,5488,0,,,5488,0,,,1114,127,581,,2469,94,581
5874,0,582,,213,129,,,5176,0,582,,2940,0,582,,578,235,,,2053,554,,,5465,0,,,5465,0,,,1087,119,582,,2516,94,582
5825,0,583,,214,128,,,5245,0,583,,3008,0,583,,587,221,,,2025,577,,,5418,0,,,5418,0,,,1118,121,583,,2524,94,583
5789,0,584,,224,122,,,5199,0,584,,2991,0,584,,612,216,,,1980,563,,,5390,0,,,5390,0,,,1130,117,584,,2537,107,584
5707,0,585,,236,116,,,5150,0,585,,3087,0,585,,632,215,,,1906,558,,,5348,0,,,5348,0,,,1156,127,585,,2599,106,585
5594,0,586,,245,115,,,5154,0,586,,3105,0,586,,637,213,,,1892,560,,,5330,0,,,5330,0,,,1156,125,586,,2694,105,586
5572,0,587,,233,118,,,5120,0,587,,3139,0,587,,676,194,,,1887,559,,,5352,0,,,5352,0,,,1151,125,587,,2724,104,587
5569,0,588,,235,118,,,5111,0,588,,3221,0,588,,714,191,,,1837,563,,,5256,0,,,5256,0,,,1187,130,588,,2775,108,588
5559,0,589,,242,117,,,5058,0,589,,3248,0,589,,732,190,,,1786,562,,,5258,0,,,5258,0,,,1200,136,589,,2850,105,589
5562,0,590,,253,107,,,5076,0,590,,3301,0,590,,729,181,,,1757,554,,,5250,0,,,5250,0,,,1217,153,590,,2940,108,590
5537,0,591,,246,117,,,5086,0,591,,3381,0,591,,755,172,,,1741,544,,,5229,0,,,5229,0,,,1244,156,591,,3033,95,591
5553,0,592,,247,108,,,5110,0,592,,3440,0,592,,749,168,,,1684,552,,,5238,0,,,5238,0,,,1263,164,592,,3030,95,592
5528,0,593,,247,111,,,5113,0,593,,3497,0,593,,791,164,,,1650,556,,,5219,0,,,5219,0,,,1313,167,593,,3032,95,593
5486,0,594,,240,108,,,5092,0,594,,3601,0,594,,832,166,,,1572,559,,,5201,0,,,5201,0,,,1336,176,594,,3034,95,594
5498,0,595,,228,88,,,5088,0,595,,3644,0,595,,852,162,,,1497,545,,,5224,0,,,5224,0,,,1341,182,595,,3089,95,595
5381,0,596,,217,82,,,5091,0,596,,3673,0,596,,888,155,,,1428,554,,,5231,0,,,5231,0,,,1372,193,596,,3124,95,596
5410,0,597,,215,86,,,5075,0,597,,3741,0,597,,911,160,,,1434,569,,,5180,0,,,5180,0,,,1370,196,597,,3130,95,597
5413,0,598,,231,81,,,5115,0,598,,3799,0,598,,903,166,,,1420,551,,,5113,0,,,5113,0,,,1379,196,598,,3165,95,598
5429,0,599,,236,77,,,5135,0,599,,3892,0,599,,923,168,,,1384,540,,,5161,0,,,5161,0,,,1372,198,599,,3197,95,599
5386,0,600,,237,81,,,5181,0,600,,3997,0,600,,938,172,,,1366,553,,,5151,0,,,5151,0,,,1387,205,600,,3292,95,600
5383,0,601,,242,83,,,5255,0,601,,4055,0,601,,957,157,,,1381,533,,,5214,0,,,5214,0,,,1394,212,601,,3295,108,601
5401,0,602,,251,83,,,5248,0,602,,4130,0,602,,994,158,,,1328,552,,,5181,0,,,5181,0,,,1382,225,602,,3263,107,602
5386,0,603,,248,78,,,5259,0,603,,4214,0,603,,996,164,,,1303,554,,,5264,0,,,5264,0,,,1391,232,603,,3289,106,603
5366,0,604,,255,73,,,5294,0,604,,4236,0,604,,1045,168,,,1276,552,,,5313,0,,,5313,0,,,1363,239,604,,3294,105,604
5397,0,605,,272,67,,,5321,0,605,,4307,0,605,,1035,177,,,1265,559,,,5315,0,,,5315,0,,,1381,269,605,,3296,109,605
5338,0,606,,276,65,,,5327,0,606,,4326,0,606,,1037,173,,,1224,560,,,5294,0,,,5294,0,,,1381,280,606,,3287,106,606
5291,0,607,,296,64,,,5346,0,607,,4351,0,607,,1057,177,,,1203,559,,,5320,0,,,5320,0,,,1376,284,607,,3273,109,607
5294,0,608,,302,65,,,5349,0,608,,4339,0,608,,1079,191,,,1182,552,,,5327,0,,,5327,0,,,1390,293,608,,3262,96,608
5260,0,609,,314,59,,,5365,0,609,,4401,0,609,,1111,197,,,1175,535,,,5381,0,,,5381,0,,,1340,303,609,,3263,96,609
5140,0,610,,324,58,,,5382,0,610,,4444,0,610,,1126,207,,,1154,540,,,5297,0,,,5297,0,,,1324,315,610,,3197,96,610
5174,0,611,,324,61,,,5381,0,611,,4438,0,611,,1140,220,,,1149,526,,,5252,0,,,5252,0,,,1336,316,611,,3214,96,611
5267,0,612,,334,67,,,5354,0,612,,4479,0,612,,1143,218,,,1162,501,,,5230,0,,,5230,0,,,1317,316,612,,3189,96,612
5227,0,613,,354,66,,,5311,0,613,,4452,0,613,,1165,229,,,1133,488,,,5316,0,,,5316,0,,,1308,309,613,,3176,96,613
5238,0,614,,367,66,,,5229,0,614,,4455,0,614,,1175,233,,,1131,465,,,5277,0,,,5277,0,,,1324,318,614,,3182,96,614
5240,0,615,,391,67,,,5276,0,615,,4436,0,615,,1179,245,,,1127,454,,,5263,0,,,5263,0,,,1314,329,615,,3181,96,615
5321,0,616,,397,72,,,5272,0,616,,4455,0,616,,1215,263,,,1091,451,,,5266,0,,,5266,0,,,1274,326,616,,3124,96,616
5334,0,617,,400,72,,,5245,0,617,,4488,0,617,,1233,280,,,1105,458,,,5204,0,,,5204,0,,,1243,324,617,,3139,96,617
5379,0,618,,427,79,,,5270,0,618,,4557,0,618,,1220,286,,,1094,451,,,5269,0,,,5269,0,,,1226,336,618,,3123,109,618
5432,0,619,,440,74,,,5317,0,619,,4608,0,619,,1290,290,,,1064,451,,,5253,0,,,5253,0,,,1200,373,619,,3127,108,619
5440,0,620,,475,72,,,5284,0,620,,4661,0,620,,1272,307,,,1058,431,,,5220,0,,,5220,0,,,1204,393,620,,3084,107,620
5438,0,621,,475,70,,,5307,0,621,,4642,0,621,,1274,308,,,1052,431,,,5178,0,,,5178,0,,,1184,394,621,,3029,106,621
5455,0,622,,509,70,,,5290,0,622,,4710,0,622,,1309,306,,,1042,418,,,5138,0,,,5138,0,,,1210,402,622,,3040,110,622
5485,0,623,,537,68,,,5246,0,623,,4850,0,623,,1291,328,,,1050,400,,,5175,0,,,5175,0,,,1186,399,623,,3001,107,623
5500,0,624,,574,70,,,5269,0,624,,4943,0,624,,1287,344,,,1042,388,,,5195,0,,,5195,0,,,1153,412,624,,2995,110,624
5558,0,625,,594,73,,,5300,0,625,,5063,0,625,,1237,358,,,1027,379,,,5153,0,,,5153,0,,,1134,424,625,,3008,97,625
5598,0,626,,616,70,,,5228,0,626,,5180,0,626,,1231,370,,,1040,372,,,5157,0,,,5157,0,,,1115,448,626,,3046,97,626
5629,0,627,,636,66,,,5218,0,627,,5307,0,627,,1228,378,,,1034,366,,,5223,0,,,5223,0,,,1113,454,627,,3024,97,627
5588,0,628,,660,69,,,5213,0,628,,5402,0,628,,1226,390,,,1030,354,,,5190,0,,,5190,0,,,1114,472,628,,3003,97,628
5609,0,629,,683,77,,,5268,0,629,,5482,0,629,,1217,407,,,1046,356,,,5107,0,,,5107,0,,,1154,475,629,,2968,97,629
5649,0,630,,727,70,,,5247,0,630,,5535,0,630,,1211,421,,,1016,345,,,5193,0,,,5193,0,,,1121,482,630,,2941,97,630
5619,0,631,,764,69,,,5180,0,631,,5653,0,631,,1239,425,,,1020,338,,,5200,0,,,5200,0,,,1135,504,631,,2922,97,631
5603,0,632,,774,65,,,5263,0,632,,5636,0,632,,1241,421,,,1036,340,,,5233,0,,,5233,0,,,1112,544,632,,2924,97,632
5614,0,633,,816,68,,,5220,0,633,,5705,0,633,,1228,436,,,1022,321,,,5215,0,,,5215,0,,,1121,555,633,,2869,97,633
5653,0,634,,844,71,,,5133,0,634,,5754,0,634,,1244,453,,,1017,316,,,5159,0,,,5159,0,,,1128,567,634,,2873,97,634
5628,0,635,,878,67,,,5147,0,635,,5825,0,635,,1201,432,,,990,317,,,5089,0,,,5089,0,,,1147,567,635,,2844,110,635
5680,0,636,,916,62,,,5169,0,636,,5805,0,636,,1193,423,,,990,322,,,5110,0,,,5110,0,,,1097,567,636,,2816,109,636
5602,0,637,,967,61,,,5178,0,637,,5828,0,637,,1202,439,,,956,299,,,5097,0,,,5097,0,,,1085,562,637,,2770,108,637
5579,0,638,,1026,61,,,5208,0,638,,5826,0,638,,1182,430,,,959,292,,,5202,0,,,5202,0,,,1066,565,638,,2673,107,638
5700,0,639,,1072,65,,,5161,0,639,,5781,0,639,,1176,433,,,923,270,,,5160,0,,,5160,0,,,1049,588,639,,2649,111,639
5731,0,640,,1118,68,,,5114,0,640,,5769,0,640,,1155,426,,,904,275,,,5124,0,,,5124,0,,,1042,592,640,,2702,108,640
5706,0,641,,1145,70,,,5068,0,641,,5693,0,641,,1134,421,,,870,265,,,5189,0,,,5189,0,,,1015,604,641,,2662,111,641
5695,0,642,,1214,69,,,5127,0,642,,5562,0,642,,1102,422,,,849,270,,,5253,0,,,5253,0,,,1029,592,642,,2567,98,642
5647,0,643,,1259,68,,,5176,0,643,,5469,0,643,,1112,426,,,833,284,,,5257,0,,,5257,0,,,1023,599,643,,2534,98,643
5689,0,644,,1292,66,,,5196,0,644,,5473,0,644,,1115,426,,,796,280,,,5221,0,,,5221,0,,,1023,591,644,,2475,84,644
5657,0,645,,1350,72,,,5187,0,645,,5495,0,645,,1104,432,,,759,274,,,5263,0,,,5263,0,,,1022,591,645,,2415,84,645
5621,0,646,,1378,71,,,5278,0,646,,5525,0,646,,1138,422,,,750,277,,,5220,0,,,5220,0,,,996,586,646,,2339,84,646
5642,0,647,,1412,69,,,5300,0,647,,5484,0,647,,1136,423,,,765,282,,,5177,0,,,5177,0,,,973,587,647,,2339,84,647
5676,0,648,,1462,75,,,5251,0,648,,5450,0,648,,1111,424,,,738,285,,,5222,0,,,5222,0,,,956,573,648,,2336,84,648
5667,0,649,,1548,72,,,5251,0,649,,5465,0,649,,1127,439,,,715,301,,,5266,0,,,5266,0,,,929,563,649,,2293,84,649
5583,0,650,,1652,72,,,5243,0,650,,5430,0,650,,1121,430,,,675,291,,,5313,0,,,5313,0,,,905,554,650,,2231,84,650
5542,0,651,,1754,74,,,5229,0,651,,5365,0,651,,1123,421,,,674,295,,,5377,0,,,5377,0,,,870,568,651,,2182,84,651
5568,0,652,,1878,85,,,5200,0,652,,5357,0,652,,1091,425,,,632,299,,,5386,0,,,5386,0,,,865,581,652,,2119,84,652
5649,0,653,,1942,85,,,5134,0,653,,5380,0,653,,1070,440,,,652,289,,,5358,0,,,5358,0,,,857,583,653,,2085,84,653
5656,0,654,,2044,91,,,5134,0,654,,5395,0,654,,1108,453,,,631,289,,,5307,0,,,5307,0,,,858,582,654,,2096,97,654
5590,0,655,,2093,93,,,5164,0,655,,5352,0,655,,1103,437,,,611,295,,,5298,0,,,5298,0,,,826,570,655,,2052,96,655
5522,0,656,,2194,100,,,5197,0,656,,5434,0,656,,1121,454,,,614,292,,,5358,0,,,5358,0,,,806,569,656,,1951,95,656
5542,0,657,,2237,105,,,5140,0,657,,5445,0,657,,1136,445,,,629,313,,,5324,0,,,5324,0,,,784,530,657,,1915,94,657
5601,0,658,,2288,113,,,5113,0,658,,5495,0,658,,1162,472,,,637,312,,,5278,0,,,5278,0,,,758,522,658,,1910,98,658
5604,0,659,,2309,114,,,5089,0,659,,5577,0,659,,1128,469,,,637,311,,,5257,0,,,5257,0,,,749,508,659,,1860,95,659
5569,0,660,,2368,122,,,5101,0,660,,5651,0,660,,1115,454,,,623,315,,,5292,0,,,5292,0,,,732,519,660,,1833,98,660
5579,0,661,,2458,122,,,5110,0,661,,5602,0,661,,1133,448,,,659,321,,,5253,0,,,5253,0,,,706,510,661,,1777,85,661
5555,0,662,,2523,136,,,5100,0,662,,5547,0,662,,1153,445,,,655,319,,,5219,0,,,5219,0,,,731,503,662,,1778,85,662
5516,0,663,,2625,140,,,5086,0,663,,5477,0,663,,1164,456,,,665,325,,,5219,0,,,5219,0,,,726,496,663,,1757,85,663
5480,0,664,,2702,142,,,5117,0,664,,5534,0,664,,1157,446,,,691,310,,,5209,0,,,5209,0,,,710,476,664,,1748,85,664
5507,0,665,,2839,144,,,5116,0,665,,5473,0,665,,1171,446,,,707,305,,,5197,0,,,5197,0,,,705,475,665,,1701,85,665
5626,0,666,,2952,148,,,5195,0,666,,5496,0,666,,1179,439,,,736,317,,,5249,0,,,5249,0,,,715,465,666,,1663,85,666
5676,0,667,,2983,150,,,5165,0,667,,5483,0,667,,1168,414,,,741,332,,,5235,0,,,5235,0,,,739,453,667,,1601,85,667
5617,0,668,,3096,167,,,5209,0,668,,5493,0,668,,1189,408,,,768,326,,,5223,0,,,5223,0,,,756,459,668,,1584,85,668
5577,0,669,,3213,164,,,5187,0,669,,5444,0,669,,1269,415,,,823,320,,,5262,0,,,5262,0,,,761,441,669,,1553,85,669
5520,0,670,,3293,182,,,5178,0,670,,5362,0,670,,1259,411,,,840,330,,,5314,0,,,5314,0,,,770,425,670,,1493,85,670
5580,0,671,,3365,183,,,5196,0,671,,5333,0,671,,1293,409,,,859,337,,,5356,0,,,5356,0,,,816,411,671,,1486,98,671
5562,0,672,,3392,198,,,5204,0,672,,5231,0,672,,1294,413,,,881,345,,,5284,0,,,5284,0,,,815,398,672,,1446,97,672
5550,0,673,,3564,212,,,5210,0,673,,5188,0,673,,1335,405,,,913,341,,,5287,0,,,5287,0,,,819,384,673,,1461,96,673
5427,0,674,,3736,220,,,5085,0,674,,5175,0,674,,1363,403,,,931,340,,,5367,0,,,5367,0,,,823,378,674,,1455,95,674
5419,0,675,,3762,232,,,5028,0,675,,5143,0,675,,1427,401,,,943,347,,,5323,0,,,5323,0,,,835,373,675,,1429,99,675
5426,0,676,,3798,254,,,5030,0,676,,5066,0,676,,1436,407,,,986,347,,,5356,0,,,5356,0,,,851,367,676,,1392,96,676
5370,0,677,,3836,263,,,4996,0,677,,5115,0,677,,1459,428,,,1045,350,,,5280,0,,,5280,0,,,867,352,677,,1385,99,677
5355,0,678,,3908,274,,,4969,0,678,,5134,0,678,,1492,432,,,1059,349,,,5328,0,,,5328,0,,,884,335,678,,1338,86,678
5284,0,679,,3995,284,,,4986,0,679,,5181,0,679,,1504,433,,,1110,347,,,5346,0,,,5346,0,,,907,323,679,,1258,86,679
5217,0,680,,4050,313,,,4937,0,680,,5110,0,680,,1535,419,,,1159,344,,,5296,0,,,5296,0,,,938,312,680,,1190,86,680
5156,0,681,,4079,322,,,4965,0,681,,5140,0,681,,1568,408,,,1198,348,,,5309,0,,,5309,0,,,945,309,681,,1170,86,681
5081,0,682,,4105,356,,,4984,0,682,,5194,0,682,,1591,439,,,1206,343,,,5293,0,,,5293,0,,,976,300,682,,1149,86,682
5009,0,683,,4082,364,,,4983,0,683,,5173,0,683,,1618,442,,,1264,336,,,5350,0,,,5350,0,,,980,294,683,,1120,86,683
5006,0,684,,4055,368,,,4937,0,684,,5220,0,684,,1615,432,,,1294,332,,,5361,0,,,5361,0,,,992,283,684,,1075,86,684
5024,0,685,,3998,379,,,4894,0,685,,5276,0,685,,1575,431,,,1331,325,,,5413,0,,,5413,0,,,996,294,685,,1057,86,685
